,Timestamp
108,2019-04-26 20:51:18
109,2019-04-26 20:00:07
110,2019-04-26 17:21:57
111,2019-04-26 17:21:52
112,2019-04-25 22:18:13
113,2019-04-25 22:17:20
114,2019-04-25 22:16:40
115,2019-04-25 11:48:55
116,2019-04-24 20:54:04
117,2019-04-24 20:50:03
118,2019-04-23 18:56:25
119,2019-04-23 16:28:02
120,2019-04-21 20:57:07
121,2019-04-21 20:55:41
122,2019-04-21 20:52:42
123,2019-04-21 16:20:47
124,2019-04-21 15:53:54
125,2019-04-20 23:40:42
126,2019-04-20 23:38:45
127,2019-04-20 22:36:35
128,2019-04-20 22:26:05
129,2019-04-20 22:25:42
130,2019-04-20 22:10:04
131,2019-04-20 22:09:07
132,2019-04-20 21:52:02
133,2019-04-20 11:09:59
134,2019-04-18 23:42:52
135,2019-04-16 23:12:39
136,2019-04-15 18:49:50
137,2019-04-14 23:47:42
138,2019-04-14 22:45:37
139,2019-04-14 21:57:37
140,2019-04-10 22:25:14
141,2019-04-10 22:24:42
142,2019-04-10 21:48:20
143,2019-04-06 14:03:02
144,2019-03-30 21:47:44
145,2019-03-30 21:17:45
146,2019-03-30 19:49:39
147,2019-03-30 15:04:13
148,2019-03-29 20:01:17
149,2019-03-29 18:54:38
150,2019-03-28 22:04:32
151,2019-03-28 20:23:43
152,2019-03-28 20:18:25
153,2019-03-28 20:17:54
154,2019-03-27 22:45:40
155,2019-03-27 22:45:13
156,2019-03-27 20:44:01
157,2019-03-27 20:43:32
158,2019-03-27 19:29:13
159,2019-03-27 19:21:24
160,2019-03-27 19:18:09
161,2019-03-27 19:17:36
162,2019-03-27 19:16:46
163,2019-03-27 19:14:33
164,2019-03-27 19:12:35
165,2019-03-27 19:03:57
166,2019-03-27 19:03:11
167,2019-03-27 18:59:57
168,2019-03-27 18:58:21
169,2019-03-27 18:53:39
170,2019-03-27 18:50:50
171,2019-03-27 18:50:27
172,2019-03-27 18:47:41
173,2019-03-27 18:45:46
174,2019-03-27 18:45:28
175,2019-03-27 18:37:33
176,2019-03-27 16:35:08
177,2019-03-26 20:29:22
178,2019-03-26 20:27:11
179,2019-03-26 18:12:19
180,2019-03-26 06:34:38
181,2019-03-25 14:28:32
182,2019-03-24 22:03:07
183,2019-03-24 22:02:02
184,2019-03-24 07:10:46
185,2019-03-21 22:47:59
186,2019-03-20 20:48:36
187,2019-03-20 20:48:12
188,2019-03-20 20:47:56
189,2019-03-19 22:09:45
190,2019-03-19 21:57:30
191,2019-03-19 21:56:39
192,2019-03-19 21:13:09
193,2019-03-19 19:57:03
194,2019-03-19 17:18:09
195,2019-03-16 23:47:54
196,2019-03-13 21:00:02
197,2019-03-12 19:01:34
198,2019-03-12 18:52:05
199,2019-03-12 18:37:54
200,2019-03-09 20:07:49
201,2019-03-09 14:31:39
202,2019-05-31 23:35:34
203,2019-05-31 23:34:38
204,2019-05-31 22:34:26
205,2019-05-31 22:33:25
206,2019-05-31 22:21:08
207,2019-05-31 22:20:49
208,2019-05-31 22:15:50
209,2019-05-31 11:12:40
210,2019-05-31 08:11:32
211,2019-05-31 08:11:14
212,2019-05-31 00:00:46
213,2019-05-30 23:56:02
214,2019-05-30 23:07:56
215,2019-05-30 22:58:58
216,2019-05-30 22:58:44
217,2019-05-30 22:58:22
218,2019-05-30 22:55:23
219,2019-05-30 22:42:29
220,2019-05-30 22:36:58
221,2019-05-30 22:36:27
222,2019-05-30 22:36:08
223,2019-05-30 22:33:30
224,2019-05-30 22:32:52
225,2019-05-30 22:32:31
226,2019-05-30 22:31:59
227,2019-05-30 22:31:36
228,2019-05-30 22:31:14
229,2019-05-30 22:14:12
230,2019-05-30 22:12:14
231,2019-05-30 22:12:05
232,2019-05-30 15:26:13
233,2019-05-30 00:29:09
234,2019-05-30 00:28:55
235,2019-05-30 00:27:50
236,2019-05-29 23:29:41
237,2019-05-29 23:29:31
238,2019-05-29 23:27:12
239,2019-05-29 23:17:01
240,2019-05-28 19:44:30
241,2019-05-28 19:43:24
242,2019-05-28 11:28:21
243,2019-05-27 09:19:37
244,2019-05-27 09:09:19
245,2019-05-27 09:08:28
246,2019-05-25 15:08:44
247,2019-05-25 15:07:40
248,2019-05-24 12:30:00
249,2019-05-24 11:31:53
250,2019-05-23 23:09:08
251,2019-05-23 23:08:17
252,2019-05-23 22:59:01
253,2019-05-23 11:42:03
254,2019-05-22 23:16:38
255,2019-05-21 22:08:06
256,2019-05-21 22:02:26
257,2019-05-21 22:00:18
258,2019-05-19 19:59:11
259,2019-05-19 19:58:30
260,2019-05-19 11:36:17
261,2019-05-16 20:32:26
262,2019-05-16 20:10:55
263,2019-05-16 14:41:19
264,2019-05-12 23:31:59
265,2019-05-12 23:30:19
266,2019-05-12 23:29:43
267,2019-05-12 23:17:25
268,2019-05-12 23:17:20
269,2019-05-12 23:16:35
270,2019-05-10 19:17:08
271,2019-05-09 16:11:36
272,2019-05-08 07:14:36
273,2019-05-07 19:35:32
274,2019-05-07 17:55:04
275,2019-05-07 17:54:24
276,2019-05-07 17:53:44
277,2019-05-06 15:13:56
278,2019-05-05 21:46:36
279,2019-05-05 20:41:35
280,2019-05-05 17:26:31
281,2019-05-05 17:25:52
282,2019-05-04 22:34:58
283,2019-05-04 22:21:06
284,2019-05-04 21:03:31
285,2019-05-04 17:14:52
286,2019-05-04 15:47:10
287,2019-05-04 14:16:17
288,2019-05-04 11:52:57
289,2019-05-04 11:37:12
290,2019-05-04 11:36:22
291,2019-05-03 14:04:56
292,2019-05-02 22:55:57
293,2019-05-02 22:48:37
294,2019-04-30 19:41:48
295,2019-04-30 17:24:15
296,2019-04-28 21:37:44
297,2019-04-28 21:37:33
298,2019-04-28 21:36:54
299,2019-04-28 21:35:26
300,2019-04-28 19:31:31
301,2019-04-27 19:22:13
302,2019-07-17 20:27:01
303,2019-07-17 16:48:20
304,2019-07-17 16:47:41
305,2019-07-17 16:42:23
306,2019-07-17 16:41:44
307,2019-07-17 12:18:53
308,2019-07-16 21:42:38
309,2019-07-15 13:20:46
310,2019-07-14 20:46:24
311,2019-07-14 20:45:28
312,2019-07-14 20:44:08
313,2019-07-14 19:36:54
314,2019-07-14 19:24:42
315,2019-07-13 23:41:15
316,2019-07-13 09:12:38
317,2019-07-12 12:18:36
318,2019-07-12 11:14:31
319,2019-07-12 07:44:54
320,2019-07-11 22:05:59
321,2019-07-11 17:52:32
322,2019-07-10 08:12:07
323,2019-07-08 19:20:58
324,2019-07-07 15:49:08
325,2019-07-07 15:48:40
326,2019-07-07 15:46:32
327,2019-07-06 19:57:37
328,2019-07-06 17:19:39
329,2019-07-05 17:26:02
330,2019-07-05 09:58:23
331,2019-07-05 09:57:17
332,2019-06-30 15:06:12
333,2019-06-30 13:44:36
334,2019-06-30 11:58:09
335,2019-06-30 11:56:48
336,2019-06-30 00:23:19
337,2019-06-29 23:34:40
338,2019-06-29 23:34:22
339,2019-06-29 23:34:15
340,2019-06-29 23:33:49
341,2019-06-29 23:33:33
342,2019-06-29 23:33:09
343,2019-06-29 23:03:44
344,2019-06-29 22:55:53
345,2019-06-29 22:55:31
346,2019-06-29 22:44:07
347,2019-06-29 22:40:03
348,2019-06-29 22:38:22
349,2019-06-29 22:37:06
350,2019-06-29 22:35:45
351,2019-06-29 22:35:39
352,2019-06-26 17:23:05
353,2019-06-26 17:22:00
354,2019-06-26 14:46:24
355,2019-06-25 12:59:16
356,2019-06-24 01:47:10
357,2019-06-23 13:18:23
358,2019-06-23 09:55:21
359,2019-06-22 18:17:51
360,2019-06-21 21:46:12
361,2019-06-19 22:14:26
362,2019-06-19 18:20:26
363,2019-06-19 08:20:52
364,2019-06-18 20:44:19
365,2019-06-18 20:20:40
366,2019-06-16 22:02:19
367,2019-06-16 21:16:34
368,2019-06-16 21:02:57
369,2019-06-16 20:57:36
370,2019-06-16 16:03:22
371,2019-06-16 11:28:22
372,2019-06-16 11:27:57
373,2019-06-16 00:28:34
374,2019-06-14 17:23:07
375,2019-06-14 07:19:17
376,2019-06-12 21:36:35
377,2019-06-09 21:02:16
378,2019-06-08 20:34:06
379,2019-06-06 21:40:17
380,2019-06-06 14:48:43
381,2019-06-06 13:58:21
382,2019-06-05 21:47:42
383,2019-06-05 15:03:02
384,2019-06-05 09:39:22
385,2019-06-04 20:19:27
386,2019-06-04 20:19:27
387,2019-06-04 20:19:03
388,2019-06-04 13:55:53
389,2019-06-03 23:06:54
390,2019-06-03 10:01:31
391,2019-06-03 09:57:04
392,2019-06-02 21:27:06
393,2019-06-01 09:22:38
394,2019-06-01 00:12:04
395,2019-06-01 00:11:01
396,2019-06-01 00:01:46
397,2019-05-31 23:59:20
398,2019-05-31 23:38:21
399,2019-05-31 23:37:46
400,2019-05-31 23:37:00
401,2019-05-31 23:36:12
402,2019-08-07 18:28:47
403,2019-08-07 14:01:16
404,2019-08-07 09:13:25
405,2019-08-07 09:13:00
406,2019-08-07 08:39:20
407,2019-08-07 00:56:02
408,2019-08-07 00:47:17
409,2019-08-06 23:44:23
410,2019-08-06 23:43:59
411,2019-08-06 23:26:25
412,2019-08-06 23:26:01
413,2019-08-06 23:25:14
414,2019-08-06 23:20:41
415,2019-08-06 23:02:42
416,2019-08-06 23:02:20
417,2019-08-06 23:00:00
418,2019-08-06 22:56:23
419,2019-08-06 22:56:10
420,2019-08-06 22:54:48
421,2019-08-06 22:51:58
422,2019-08-06 22:51:22
423,2019-08-06 22:51:10
424,2019-08-06 22:50:02
425,2019-08-06 22:49:43
426,2019-08-06 22:49:31
427,2019-08-06 21:51:34
428,2019-08-04 23:58:25
429,2019-08-04 00:34:08
430,2019-08-03 23:26:32
431,2019-08-03 22:46:50
432,2019-08-03 17:30:17
433,2019-08-03 17:05:50
434,2019-08-02 19:34:40
435,2019-07-29 06:57:44
436,2019-07-29 00:02:49
437,2019-07-28 19:19:24
438,2019-07-28 10:07:36
439,2019-07-28 06:48:55
440,2019-07-27 21:42:13
441,2019-07-27 21:07:38
442,2019-07-27 20:33:39
443,2019-07-27 20:29:03
444,2019-07-27 20:17:49
445,2019-07-26 21:42:29
446,2019-07-26 21:26:03
447,2019-07-26 20:30:58
448,2019-07-26 04:02:11
449,2019-07-26 04:01:01
450,2019-07-25 20:42:42
451,2019-07-25 19:12:25
452,2019-07-25 19:10:37
453,2019-07-25 14:22:34
454,2019-07-25 14:22:04
455,2019-07-25 14:21:58
456,2019-07-25 14:20:42
457,2019-07-25 07:30:18
458,2019-07-25 03:42:28
459,2019-07-24 19:38:52
460,2019-07-24 15:21:08
461,2019-07-24 15:20:45
462,2019-07-24 04:57:20
463,2019-07-23 17:39:27
464,2019-07-23 16:17:40
465,2019-07-23 14:52:51
466,2019-07-23 13:08:29
467,2019-07-23 12:34:48
468,2019-07-23 12:34:37
469,2019-07-23 12:34:23
470,2019-07-23 12:21:39
471,2019-07-23 07:26:40
472,2019-07-23 07:26:03
473,2019-07-23 07:12:10
474,2019-07-23 04:33:10
475,2019-07-23 04:08:19
476,2019-07-23 04:07:05
477,2019-07-23 04:06:50
478,2019-07-23 04:06:03
479,2019-07-23 04:05:50
480,2019-07-23 04:04:50
481,2019-07-22 20:43:32
482,2019-07-22 20:42:47
483,2019-07-22 20:37:56
484,2019-07-22 20:35:14
485,2019-07-22 20:33:55
486,2019-07-22 20:30:43
487,2019-07-22 20:23:28
488,2019-07-22 20:22:46
489,2019-07-22 20:21:23
490,2019-07-22 20:16:12
491,2019-07-22 20:15:57
492,2019-07-22 20:15:42
493,2019-07-22 20:15:17
494,2019-07-22 20:07:31
495,2019-07-22 20:07:01
496,2019-07-22 20:06:52
497,2019-07-22 20:00:00
498,2019-07-22 17:44:38
499,2019-07-20 18:36:36
500,2019-07-20 12:00:43
501,2019-07-20 12:00:35
502,2019-10-31 11:13:41
503,2019-10-27 20:40:03
504,2019-10-27 08:58:35
505,2019-10-22 22:06:27
506,2019-10-22 17:34:17
507,2019-10-21 20:06:03
508,2019-10-21 20:05:35
509,2019-10-21 20:05:23
510,2019-10-17 21:49:02
511,2019-10-14 21:18:43
512,2019-10-14 21:16:37
513,2019-10-14 08:07:08
514,2019-10-13 18:01:32
515,2019-10-09 23:13:49
516,2019-10-09 23:13:48
517,2019-10-07 21:32:36
518,2019-10-07 19:06:59
519,2019-10-07 19:06:35
520,2019-10-07 19:06:25
521,2019-10-07 15:49:47
522,2019-10-06 21:48:04
523,2019-10-06 21:47:35
524,2019-10-06 19:36:19
525,2019-10-06 14:18:19
526,2019-10-06 10:29:52
527,2019-10-06 10:11:30
528,2019-10-06 09:56:08
529,2019-10-06 09:55:55
530,2019-10-06 09:53:47
531,2019-10-06 09:52:40
532,2019-10-06 09:52:12
533,2019-10-06 00:24:53
534,2019-10-06 00:24:42
535,2019-10-01 10:17:39
536,2019-09-29 23:41:10
537,2019-09-27 13:09:09
538,2019-09-26 21:58:07
539,2019-09-26 19:11:32
540,2019-09-26 15:19:54
541,2019-09-23 18:59:50
542,2019-09-23 17:50:22
543,2019-09-23 17:50:13
544,2019-09-23 17:49:47
545,2019-09-22 16:50:30
546,2019-09-22 16:50:08
547,2019-09-19 22:19:00
548,2019-09-19 18:10:54
549,2019-09-19 18:10:44
550,2019-09-19 12:15:06
551,2019-09-18 06:42:21
552,2019-09-17 13:56:20
553,2019-09-16 23:14:48
554,2019-09-16 23:14:37
555,2019-09-16 17:17:40
556,2019-09-16 17:11:55
557,2019-09-16 17:09:41
558,2019-09-16 16:56:55
559,2019-09-16 16:18:42
560,2019-09-16 16:18:26
561,2019-09-16 16:17:26
562,2019-09-16 16:16:34
563,2019-09-16 16:15:50
564,2019-09-16 14:59:31
565,2019-09-16 14:52:56
566,2019-09-15 20:34:34
567,2019-09-14 18:15:21
568,2019-09-13 21:40:39
569,2019-09-11 23:10:30
570,2019-09-09 23:38:11
571,2019-09-07 23:36:15
572,2019-09-06 12:22:36
573,2019-09-06 06:30:55
574,2019-09-05 22:50:35
575,2019-09-04 21:18:49
576,2019-09-03 19:38:49
577,2019-09-02 23:26:58
578,2019-09-02 22:10:47
579,2019-09-02 21:01:07
580,2019-09-02 20:53:22
581,2019-09-02 20:53:11
582,2019-08-31 11:34:08
583,2019-08-30 20:46:48
584,2019-08-30 20:34:06
585,2019-08-26 21:55:04
586,2019-08-23 10:15:05
587,2019-08-22 11:24:27
588,2019-08-21 22:10:40
589,2019-08-21 09:54:40
590,2019-08-21 09:54:13
591,2019-08-21 08:53:10
592,2019-08-20 00:17:51
593,2019-08-20 00:14:37
594,2019-08-17 10:16:00
595,2019-08-16 14:15:17
596,2019-08-15 15:28:13
597,2019-08-13 22:00:56
598,2019-08-12 08:30:36
599,2019-08-12 08:30:09
600,2019-08-10 20:34:46
601,2019-08-08 09:44:52
602,2019-12-31 09:49:09
603,2019-12-30 00:02:26
604,2019-12-29 22:09:01
605,2019-12-29 21:28:16
606,2019-12-29 21:23:10
607,2019-12-29 21:21:12
608,2019-12-29 15:16:41
609,2019-12-26 17:37:03
610,2019-12-23 14:00:30
611,2019-12-23 09:12:15
612,2019-12-23 09:11:55
613,2019-12-23 09:11:26
614,2019-12-22 22:36:40
615,2019-12-22 21:31:08
616,2019-12-22 21:02:21
617,2019-12-22 18:01:59
618,2019-12-22 13:03:38
619,2019-12-19 21:36:16
620,2019-12-18 22:56:43
621,2019-12-17 07:29:58
622,2019-12-17 06:26:05
623,2019-12-17 06:16:10
624,2019-12-17 06:14:10
625,2019-12-17 06:13:17
626,2019-12-16 23:36:14
627,2019-12-16 22:48:14
628,2019-12-16 22:42:33
629,2019-12-16 22:36:44
630,2019-12-16 07:35:15
631,2019-12-15 11:46:11
632,2019-12-13 22:41:47
633,2019-12-12 22:09:11
634,2019-12-12 22:09:03
635,2019-12-12 22:03:25
636,2019-12-12 16:41:13
637,2019-12-12 16:40:57
638,2019-12-12 09:14:12
639,2019-12-12 09:13:47
640,2019-12-11 22:36:57
641,2019-12-11 21:22:11
642,2019-12-11 21:20:47
643,2019-12-11 16:40:49
644,2019-12-11 07:25:53
645,2019-12-10 22:39:44
646,2019-12-10 22:05:40
647,2019-12-10 22:00:04
648,2019-12-10 21:57:39
649,2019-12-05 18:21:21
650,2019-12-04 22:39:08
651,2019-12-01 23:21:18
652,2019-12-01 23:20:56
653,2019-12-01 22:48:54
654,2019-12-01 22:48:22
655,2019-11-30 08:21:06
656,2019-11-29 19:22:47
657,2019-11-29 12:12:54
658,2019-11-28 21:50:47
659,2019-11-28 17:53:13
660,2019-11-28 13:03:11
661,2019-11-28 11:39:06
662,2019-11-28 11:34:02
663,2019-11-28 00:46:35
664,2019-11-28 00:46:23
665,2019-11-23 20:43:01
666,2019-11-22 06:57:24
667,2019-11-20 16:24:36
668,2019-11-17 21:56:47
669,2019-11-17 10:41:22
670,2019-11-17 09:29:01
671,2019-11-16 23:53:18
672,2019-11-16 23:52:55
673,2019-11-16 23:51:49
674,2019-11-16 23:50:34
675,2019-11-16 23:50:06
676,2019-11-16 23:49:40
677,2019-11-16 23:49:04
678,2019-11-16 23:47:34
679,2019-11-16 23:46:10
680,2019-11-16 23:45:46
681,2019-11-15 22:31:18
682,2019-11-15 00:03:59
683,2019-11-14 19:05:38
684,2019-11-11 01:00:01
685,2019-11-06 22:13:47
686,2019-11-04 11:21:18
687,2019-11-03 21:23:39
688,2019-11-03 21:23:02
689,2019-11-03 20:10:31
690,2019-11-03 00:08:40
691,2019-11-01 10:08:13
692,2019-10-31 22:54:24
693,2019-10-31 22:53:49
694,2019-10-31 22:47:36
695,2019-10-31 22:37:10
696,2019-10-31 22:36:56
697,2019-10-31 22:21:50
698,2019-10-31 22:20:42
699,2019-10-31 22:07:10
700,2019-10-31 22:03:47
701,2019-10-31 20:54:54
702,2020-05-10 15:15:07
703,2020-05-10 11:12:45
704,2020-05-08 20:01:08
705,2020-05-07 00:47:07
706,2020-05-06 23:46:08
707,2020-05-06 22:58:42
708,2020-05-01 16:43:03
709,2020-04-07 00:12:40
710,2020-03-31 14:11:28
711,2020-03-30 23:19:58
712,2020-03-30 23:19:29
713,2020-03-29 13:38:42
714,2020-03-29 12:24:30
715,2020-03-25 14:50:39
716,2020-03-23 13:09:10
717,2020-03-23 13:09:05
718,2020-03-16 10:28:19
719,2020-03-12 09:18:40
720,2020-03-11 21:29:33
721,2020-03-01 23:10:40
722,2020-03-01 13:00:36
723,2020-03-01 12:51:32
724,2020-02-27 13:14:48
725,2020-02-26 15:22:55
726,2020-02-21 17:05:31
727,2020-02-15 21:26:24
728,2020-02-15 19:57:14
729,2020-02-15 19:53:14
730,2020-02-15 19:28:44
731,2020-02-15 01:46:08
732,2020-02-13 16:54:33
733,2020-02-12 18:19:55
734,2020-02-11 07:34:47
735,2020-02-11 07:33:32
736,2020-02-10 21:38:55
737,2020-02-10 19:09:14
738,2020-02-10 19:06:59
739,2020-02-10 18:48:42
740,2020-02-10 18:48:33
741,2020-02-10 18:43:23
742,2020-02-10 10:16:30
743,2020-02-09 22:16:41
744,2020-02-09 21:43:54
745,2020-02-09 21:43:45
746,2020-02-09 21:43:25
747,2020-02-09 21:39:57
748,2020-02-09 21:37:23
749,2020-02-09 20:48:01
750,2020-02-09 20:47:12
751,2020-02-09 20:08:04
752,2020-02-09 19:59:09
753,2020-02-09 19:58:50
754,2020-02-09 19:58:09
755,2020-02-09 19:57:29
756,2020-02-09 19:43:10
757,2020-02-09 19:36:46
758,2020-02-09 19:36:31
759,2020-02-09 19:36:19
760,2020-02-09 19:36:14
761,2020-02-09 19:36:00
762,2020-02-09 19:32:47
763,2020-02-09 19:31:30
764,2020-02-09 19:29:29
765,2020-02-09 19:28:23
766,2020-02-09 19:27:53
767,2020-02-09 19:27:18
768,2020-02-09 19:26:32
769,2020-02-09 19:25:21
770,2020-02-09 19:14:14
771,2020-02-09 19:06:12
772,2020-02-09 19:02:45
773,2020-02-09 19:01:42
774,2020-02-09 19:00:56
775,2020-02-09 18:20:07
776,2020-02-09 18:19:47
777,2020-02-08 19:51:59
778,2020-02-08 15:38:29
779,2020-02-07 08:57:14
780,2020-02-07 08:32:49
781,2020-02-05 14:50:21
782,2020-02-02 16:22:55
783,2020-02-02 08:45:48
784,2020-01-31 10:22:40
785,2020-01-29 11:41:11
786,2020-01-28 23:07:04
787,2020-01-28 22:31:25
788,2020-01-27 00:44:40
789,2020-01-26 00:44:35
790,2020-01-25 22:29:50
791,2020-01-20 12:56:04
792,2020-01-17 07:35:59
793,2020-01-11 23:03:59
794,2020-01-03 15:30:50
795,2020-01-03 15:29:07
796,2020-01-03 13:52:09
797,2020-01-03 13:51:48
798,2020-01-03 01:03:04
799,2020-01-02 15:35:55
800,2020-01-02 14:20:20
801,2020-01-01 09:30:16
802,2020-10-25 23:44:36
803,2020-10-21 15:51:47
804,2020-10-21 15:51:22
805,2020-10-21 15:51:03
806,2020-10-21 15:28:57
807,2020-10-21 12:01:45
808,2020-10-21 12:01:21
809,2020-10-18 09:27:29
810,2020-10-13 19:25:14
811,2020-10-07 22:29:26
812,2020-09-29 20:08:13
813,2020-09-29 20:07:59
814,2020-09-29 14:38:27
815,2020-09-29 01:32:30
816,2020-09-28 21:29:40
817,2020-09-24 23:56:57
818,2020-09-24 23:09:29
819,2020-09-22 16:29:41
820,2020-09-20 23:28:29
821,2020-09-20 21:28:59
822,2020-09-20 11:38:13
823,2020-09-18 15:24:35
824,2020-09-17 09:16:38
825,2020-09-16 17:44:20
826,2020-09-16 15:18:26
827,2020-09-16 00:37:02
828,2020-09-16 00:35:21
829,2020-09-15 19:12:56
830,2020-09-15 15:13:55
831,2020-09-14 23:49:54
832,2020-09-14 23:49:10
833,2020-09-14 23:40:01
834,2020-09-03 23:04:51
835,2020-09-03 23:04:25
836,2020-09-01 19:10:29
837,2020-08-26 18:35:16
838,2020-08-26 18:34:09
839,2020-08-26 18:32:19
840,2020-08-26 16:46:17
841,2020-08-25 16:18:24
842,2020-08-23 17:05:17
843,2020-08-23 09:30:55
844,2020-08-21 18:15:29
845,2020-08-21 10:15:33
846,2020-08-19 20:55:36
847,2020-08-12 17:53:20
848,2020-08-12 16:26:13
849,2020-08-09 21:08:09
850,2020-08-09 10:46:53
851,2020-08-06 16:32:15
852,2020-08-03 20:02:53
853,2020-08-03 01:24:52
854,2020-08-03 01:24:30
855,2020-07-30 16:00:24
856,2020-07-28 19:14:54
857,2020-07-28 18:29:51
858,2020-07-26 23:57:26
859,2020-07-25 12:11:23
860,2020-07-24 18:54:46
861,2020-07-24 16:10:19
862,2020-07-23 20:44:40
863,2020-07-23 20:43:59
864,2020-07-23 20:43:54
865,2020-07-23 19:23:29
866,2020-07-23 16:12:34
867,2020-07-23 16:11:59
868,2020-07-23 15:25:20
869,2020-07-23 15:25:11
870,2020-07-23 15:15:18
871,2020-07-23 14:52:19
872,2020-07-19 11:15:43
873,2020-07-19 09:00:44
874,2020-07-16 13:54:33
875,2020-07-15 22:52:28
876,2020-07-15 08:41:54
877,2020-07-15 03:05:03
878,2020-07-15 01:08:37
879,2020-07-15 00:22:51
880,2020-07-12 09:55:59
881,2020-07-01 23:31:48
882,2020-07-01 22:26:37
883,2020-06-29 01:56:49
884,2020-06-27 21:51:28
885,2020-06-27 21:51:01
886,2020-06-27 14:11:51
887,2020-06-27 13:16:45
888,2020-06-14 18:11:00
889,2020-06-07 22:37:31
890,2020-06-06 10:18:49
891,2020-06-04 23:03:32
892,2020-05-31 11:09:48
893,2020-05-29 18:39:09
894,2020-05-28 12:42:40
895,2020-05-24 15:26:46
896,2020-05-23 16:12:05
897,2020-05-23 16:11:25
898,2020-05-20 20:39:28
899,2020-05-16 16:09:26
900,2020-05-16 16:09:02
901,2020-05-12 01:34:31
902,2021-08-05 00:22:04
903,2021-08-05 00:18:54
904,2021-08-05 00:08:57
905,2021-08-04 17:06:52
906,2021-08-04 16:36:11
907,2021-08-04 16:26:50
908,2021-08-04 15:53:28
909,2021-08-04 15:35:03
910,2021-08-04 15:34:29
911,2021-08-04 15:25:52
912,2021-08-04 15:07:53
913,2021-08-04 15:06:41
914,2021-08-04 15:06:02
915,2021-08-04 13:54:01
916,2021-08-02 21:17:01
917,2021-08-02 21:16:50
918,2021-08-02 17:16:30
919,2021-08-02 17:10:19
920,2021-08-01 01:35:14
921,2021-07-31 16:11:27
922,2021-07-29 19:48:34
923,2021-07-29 19:45:21
924,2021-07-29 19:41:00
925,2021-07-29 14:47:59
926,2021-07-13 11:38:39
927,2021-07-11 14:57:05
928,2021-07-11 00:54:04
929,2021-07-04 21:09:11
930,2021-07-04 01:44:09
931,2021-06-21 17:01:30
